ensemblid	gene.name	chromosome	start_peak	end_peak	gene.regulation
ENSG00000242515	UGT1A10	2	233699762	233700582	NA
ENSG00000241119	UGT1A9	2	233668631	233669028	NA
ENSG00000241119	UGT1A9	2	233699762	233700582	NA
ENSG00000241119	UGT1A9	2	233745329	233745755	NA
ENSG00000241119	UGT1A9	2	233756668	233757108	NA
ENSG00000244122	UGT1A7	2	233668631	233669028	NA
ENSG00000244122	UGT1A7	2	233699762	233700582	NA
ENSG00000244122	UGT1A7	2	233745329	233745755	NA
ENSG00000244122	UGT1A7	2	233756668	233757108	NA
ENSG00000167165	UGT1A6	2	233668631	233669028	NA
ENSG00000167165	UGT1A6	2	233699762	233700582	NA
ENSG00000167165	UGT1A6	2	233745329	233745755	NA
ENSG00000167165	UGT1A6	2	233756668	233757108	NA
ENSG00000240224	UGT1A5	2	233668631	233669028	NA
ENSG00000240224	UGT1A5	2	233699762	233700582	NA
ENSG00000240224	UGT1A5	2	233745329	233745755	NA
ENSG00000240224	UGT1A5	2	233756668	233757108	NA
ENSG00000244474	UGT1A4	2	233668631	233669028	NA
ENSG00000244474	UGT1A4	2	233699762	233700582	NA
ENSG00000244474	UGT1A4	2	233745329	233745755	NA
ENSG00000244474	UGT1A4	2	233756668	233757108	NA
ENSG00000243135	UGT1A3	2	233668631	233669028	NA
ENSG00000243135	UGT1A3	2	233699762	233700582	NA
ENSG00000243135	UGT1A3	2	233745329	233745755	NA
ENSG00000243135	UGT1A3	2	233756668	233757108	NA
ENSG00000241635	UGT1A1	2	233668631	233669028	NA
ENSG00000241635	UGT1A1	2	233699762	233700582	NA
ENSG00000241635	UGT1A1	2	233745329	233745755	NA
ENSG00000241635	UGT1A1	2	233756668	233757108	NA
ENSG00000185038	MROH2A	2	233699762	233700582	NA
ENSG00000185038	MROH2A	2	233745329	233745755	NA
ENSG00000185038	MROH2A	2	233756668	233757108	NA
ENSG00000123485	HJURP	2	233756668	233757108	NA
ENSG00000144481	TRPM8	2	233974555	233974947	NA
ENSG00000072080	SPP2	2	233974555	233974947	NA
ENSG00000072080	SPP2	2	234082590	234082784	NA
ENSG00000072080	SPP2	2	234082840	234082962	NA
ENSG00000130147	SH3BP4	2	234862689	234863009	NA
ENSG00000130147	SH3BP4	2	234880543	234880832	NA
ENSG00000130147	SH3BP4	2	235021692	235022146	NA
ENSG00000198612	COPS8	2	237024999	237025414	NA
ENSG00000198612	COPS8	2	237097878	237098321	NA
ENSG00000198612	COPS8	2	237182352	237182686	NA
ENSG00000163359	COL6A3	2	237432371	237432627	NA
ENSG00000163359	COL6A3	2	237500863	237501278	NA
ENSG00000163359	COL6A3	2	237502096	237502868	NA
ENSG00000115648	MLPH	2	237432371	237432627	NA
ENSG00000115648	MLPH	2	237500863	237501278	NA
ENSG00000115648	MLPH	2	237502096	237502868	NA
ENSG00000071677	PRLH	2	237500863	237501278	NA
ENSG00000071677	PRLH	2	237502096	237502868	NA
ENSG00000124839	RAB17	2	237502096	237502868	NA
ENSG00000132323	ILKAP	2	238285676	238286000	NA
ENSG00000132323	ILKAP	2	238290182	238290551	NA
ENSG00000144485	HES6	2	238285676	238286000	NA
ENSG00000144485	HES6	2	238290182	238290551	NA
ENSG00000132326	PER2	2	238285676	238286000	NA
ENSG00000204104	TRAF3IP1	2	238285676	238286000	NA
ENSG00000204104	TRAF3IP1	2	238290182	238290551	NA
ENSG00000065802	ASB1	2	238439489	238439801	NA
ENSG00000115677	HDLBP	2	241351283	241351502	NA
ENSG00000006607	FARP2	2	241351283	241351502	NA
ENSG00000134121	CHL1	3	264684	265009	NA
ENSG00000134107	BHLHE40	3	4951012	4951286	NA
ENSG00000134107	BHLHE40	3	4986928	4987175	NA
ENSG00000171148	TADA3	3	9878803	9879202	NA
ENSG00000171148	TADA3	3	9884472	9884835	NA
ENSG00000241553	ARPC4	3	9878803	9879202	NA
ENSG00000241553	ARPC4	3	9884472	9884835	NA
ENSG00000250151	ARPC4-TTLL3	3	9878803	9879202	NA
ENSG00000250151	ARPC4-TTLL3	3	9884472	9884835	NA
ENSG00000214021	TTLL3	3	9878803	9879202	NA
ENSG00000214021	TTLL3	3	9884472	9884835	NA
ENSG00000156990	RPUSD3	3	9878803	9879202	NA
ENSG00000156990	RPUSD3	3	9884472	9884835	NA
ENSG00000187288	CIDEC	3	9884472	9884835	NA
ENSG00000171135	JAGN1	3	9878803	9879202	NA
ENSG00000171135	JAGN1	3	9884472	9884835	NA
ENSG00000163701	IL17RE	3	9878803	9879202	NA
ENSG00000163701	IL17RE	3	9884472	9884835	NA
ENSG00000163702	IL17RC	3	9878803	9879202	NA
ENSG00000163702	IL17RC	3	9884472	9884835	NA
ENSG00000163703	CRELD1	3	9878803	9879202	NA
ENSG00000163703	CRELD1	3	9884472	9884835	NA
ENSG00000163704	PRRT3	3	9878803	9879202	NA
ENSG00000163704	PRRT3	3	9884472	9884835	NA
ENSG00000163705	FANCD2OS	3	10192068	10192336	NA
ENSG00000163705	FANCD2OS	3	10205442	10205738	NA
ENSG00000254999	BRK1	3	10192068	10192336	NA
ENSG00000254999	BRK1	3	10205442	10205738	NA
ENSG00000134086	VHL	3	10192068	10192336	NA
ENSG00000134086	VHL	3	10205442	10205738	NA
ENSG00000134070	IRAK2	3	10192068	10192336	NA
ENSG00000134070	IRAK2	3	10205442	10205738	NA
ENSG00000157014	TATDN2	3	10192068	10192336	NA
ENSG00000157014	TATDN2	3	10205442	10205738	NA
ENSG00000272410	AC022384.1	3	10192068	10192336	NA
ENSG00000272410	AC022384.1	3	10205442	10205738	NA
ENSG00000157017	GHRL	3	10205442	10205738	NA
ENSG00000157150	TIMP4	3	12193373	12193789	NA
ENSG00000157150	TIMP4	3	12194305	12194571	NA
ENSG00000132170	PPARG	3	12193373	12193789	NA
ENSG00000132170	PPARG	3	12194305	12194571	NA
ENSG00000132170	PPARG	3	12265717	12265959	NA
ENSG00000132170	PPARG	3	12316873	12317188	NA
ENSG00000132170	PPARG	3	12353862	12354146	NA
ENSG00000132182	NUP210	3	13413487	13413827	NA
ENSG00000163517	HDAC11	3	13413487	13413827	NA
ENSG00000268279	AC090004.1	3	14126043	14126246	NA
ENSG00000154767	XPC	3	14126043	14126246	NA
ENSG00000170860	LSM3	3	14126043	14126246	NA
ENSG00000131389	SLC6A6	3	14379425	14379754	NA
ENSG00000131389	SLC6A6	3	14378453	14378715	NA
ENSG00000131389	SLC6A6	3	14410770	14410970	NA
ENSG00000131389	SLC6A6	3	14452241	14452521	NA
ENSG00000206560	ANKRD28	3	15768962	15769318	NA
ENSG00000206560	ANKRD28	3	15786330	15786537	NA
ENSG00000131386	GALNT15	3	16102854	16103171	NA
ENSG00000163576	EFHB	3	19889116	19889556	NA
ENSG00000144566	RAB5A	3	19889116	19889556	NA
ENSG00000183977	PP2D1	3	20054612	20054875	NA
ENSG00000114166	KAT2B	3	20054612	20054875	NA
ENSG00000182247	UBE2E2	3	23288258	23288549	NA
ENSG00000170142	UBE2E1	3	23739633	23739965	NA
ENSG00000170142	UBE2E1	3	23741091	23741434	NA
ENSG00000170142	UBE2E1	3	23843222	23843447	NA
ENSG00000170142	UBE2E1	3	23740405	23740810	NA
ENSG00000197885	NKIRAS1	3	23959294	23959908	NA
ENSG00000174748	RPL15	3	23843222	23843447	NA
ENSG00000174748	RPL15	3	23959294	23959908	NA
ENSG00000174738	NR1D2	3	23959294	23959908	NA
ENSG00000151090	THRB	3	24507493	24507714	NA
ENSG00000151092	NGLY1	3	25854380	25854594	NA
ENSG00000151093	OXSM	3	25854380	25854594	NA
ENSG00000163491	NEK10	3	27360538	27361045	NA
ENSG00000163491	NEK10	3	27360074	27360346	NA
ENSG00000033867	SLC4A7	3	27576381	27576581	NA
ENSG00000163513	TGFBR2	3	30518173	30518613	NA
ENSG00000163513	TGFBR2	3	30511640	30511988	NA
ENSG00000163513	TGFBR2	3	30597113	30597621	NA
ENSG00000163513	TGFBR2	3	30689202	30689483	NA
ENSG00000144645	OSBPL10	3	32037015	32037276	NA
ENSG00000197385	ZNF860	3	32037015	32037276	NA
ENSG00000152642	GPD1L	3	32037015	32037276	NA
ENSG00000170293	CMTM8	3	32226773	32227178	NA
ENSG00000172995	ARPP21	3	35624714	35625068	NA
ENSG00000178567	EPM2AIP1	3	37082356	37082537	NA
ENSG00000076242	MLH1	3	37082356	37082537	NA
ENSG00000114745	GORASP1	3	39180729	39181007	NA
ENSG00000168026	TTC21A	3	39180729	39181007	NA
ENSG00000144655	CSRNP1	3	39180729	39181007	NA
ENSG00000168334	XIRP1	3	39180729	39181007	NA
ENSG00000168314	MOBP	3	39531746	39532129	NA
ENSG00000114812	VIPR1	3	42544493	42545192	NA
ENSG00000093183	SEC22C	3	42544493	42545192	NA
ENSG00000008324	SS18L2	3	42544493	42545192	NA
ENSG00000114857	NKTR	3	42544493	42545192	NA
ENSG00000160746	ANO10	3	43753869	43754126	NA
ENSG00000011198	ABHD5	3	43753869	43754126	NA
ENSG00000169964	TMEM42	3	44885642	44885942	NA
ENSG00000169964	TMEM42	3	44885642	44885942	NA
ENSG00000169964	TMEM42	3	44886612	44887148	NA
ENSG00000169964	TMEM42	3	44886612	44887148	NA
ENSG00000169964	TMEM42	3	44884094	44884344	NA
ENSG00000169964	TMEM42	3	44884094	44884344	NA
ENSG00000163810	TGM4	3	44885642	44885942	NA
ENSG00000163810	TGM4	3	44885642	44885942	NA
ENSG00000163810	TGM4	3	44886612	44887148	NA
ENSG00000163810	TGM4	3	44886612	44887148	NA
ENSG00000163810	TGM4	3	44884094	44884344	NA
ENSG00000163810	TGM4	3	44884094	44884344	NA
ENSG00000163812	ZDHHC3	3	44885642	44885942	NA
ENSG00000163812	ZDHHC3	3	44885642	44885942	NA
ENSG00000163812	ZDHHC3	3	44886612	44887148	NA
ENSG00000163812	ZDHHC3	3	44886612	44887148	NA
ENSG00000163812	ZDHHC3	3	44884094	44884344	NA
ENSG00000163812	ZDHHC3	3	44884094	44884344	NA
ENSG00000075914	EXOSC7	3	44885642	44885942	NA
ENSG00000075914	EXOSC7	3	44886612	44887148	NA
ENSG00000075914	EXOSC7	3	44884094	44884344	NA
ENSG00000163814	CDCP1	3	45199874	45200144	NA
ENSG00000249992	TMEM158	3	45199874	45200144	NA
ENSG00000144791	LIMD1	3	45617480	45617862	NA
ENSG00000144791	LIMD1	3	45618182	45618410	NA
ENSG00000211456	SACM1L	3	45617480	45617862	NA
ENSG00000211456	SACM1L	3	45618182	45618410	NA
ENSG00000211456	SACM1L	3	45677238	45677511	NA
ENSG00000160808	MYL3	3	46948002	46948556	NA
ENSG00000160808	MYL3	3	46943687	46943961	NA
ENSG00000160801	PTH1R	3	46948002	46948556	NA
ENSG00000160801	PTH1R	3	46943687	46943961	NA
ENSG00000160799	CCDC12	3	46948002	46948556	NA
ENSG00000160799	CCDC12	3	46943687	46943961	NA
ENSG00000160796	NBEAL2	3	46948002	46948556	NA
ENSG00000160796	NBEAL2	3	46943687	46943961	NA
ENSG00000076201	PTPN23	3	47455841	47456103	NA
ENSG00000114650	SCAP	3	47455841	47456103	NA
ENSG00000163832	ELP6	3	47455841	47456103	NA
ENSG00000114270	COL7A1	3	48694297	48694588	NA
ENSG00000010256	UQCRC1	3	48694297	48694588	NA
ENSG00000183396	TMEM89	3	48694297	48694588	NA
ENSG00000225697	SLC26A6	3	48694297	48694588	NA
ENSG00000008300	CELSR3	3	48694297	48694588	NA
ENSG00000213672	NCKIPSD	3	48694297	48694588	NA
ENSG00000068745	IP6K2	3	48694297	48694588	NA
ENSG00000163935	SFMBT1	3	53050030	53050367	NA
ENSG00000163935	SFMBT1	3	53145417	53145682	NA
ENSG00000272305	AC096887.1	3	53050030	53050367	NA
ENSG00000272305	AC096887.1	3	53145417	53145682	NA
ENSG00000272305	AC096887.1	3	53150231	53150613	NA
ENSG00000163933	RFT1	3	53050030	53050367	NA
ENSG00000163933	RFT1	3	53145417	53145682	NA
ENSG00000163933	RFT1	3	53150231	53150613	NA
ENSG00000163932	PRKCD	3	53145417	53145682	NA
ENSG00000163932	PRKCD	3	53150231	53150613	NA
ENSG00000144771	LRTM1	3	54873432	54873818	NA
ENSG00000144771	LRTM1	3	54891588	54891986	NA
ENSG00000136068	FLNB	3	57972793	57973118	NA
ENSG00000136068	FLNB	3	57974835	57975139	NA
ENSG00000136068	FLNB	3	57977809	57978064	NA
ENSG00000136068	FLNB	3	58051286	58051540	NA
ENSG00000163687	DNASE1L3	3	58164222	58164571	NA
ENSG00000163686	ABHD6	3	58164222	58164571	NA
ENSG00000163636	PSMD6	3	64063387	64063947	NA
ENSG00000151276	MAGI1	3	65999656	65999922	NA
ENSG00000151276	MAGI1	3	65999656	65999922	NA
ENSG00000144749	LRIG1	3	66594024	66594410	NA
ENSG00000144749	LRIG1	3	66594024	66594410	NA
ENSG00000144749	LRIG1	3	66588582	66588817	NA
ENSG00000144749	LRIG1	3	66588582	66588817	NA
ENSG00000172340	SUCLG2	3	67647382	67647805	NA
ENSG00000172340	SUCLG2	3	67706973	67707313	NA
ENSG00000114861	FOXP1	3	71504662	71504967	NA
ENSG00000114861	FOXP1	3	71503935	71504453	NA
ENSG00000114861	FOXP1	3	71532701	71532970	NA
ENSG00000144736	SHQ1	3	72957116	72957387	NA
ENSG00000172986	GXYLT2	3	72957116	72957387	NA
ENSG00000163605	PPP4R2	3	72957116	72957387	NA
ENSG00000163605	PPP4R2	3	73026193	73026343	NA
ENSG00000255423	EBLN2	3	73026193	73026343	NA
ENSG00000175161	CADM2	3	85007284	85007538	NA
ENSG00000175161	CADM2	3	85007284	85007538	NA
ENSG00000206538	VGLL3	3	86922734	86923270	NA
ENSG00000206538	VGLL3	3	86973513	86973805	NA
ENSG00000206538	VGLL3	3	87001000	87001200	NA
ENSG00000083937	CHMP2B	3	87206212	87206479	NA
ENSG00000083937	CHMP2B	3	87247166	87247633	NA
ENSG00000064835	POU1F1	3	87206212	87206479	NA
ENSG00000064835	POU1F1	3	87247166	87247633	NA
ENSG00000064835	POU1F1	3	87333481	87333689	NA
ENSG00000178700	DHFR2	3	94158990	94159464	NA
ENSG00000178694	NSUN3	3	94158990	94159464	NA
ENSG00000057019	DCBLD2	3	98906332	98906646	NA
ENSG00000057019	DCBLD2	3	98922700	98923314	NA
ENSG00000057019	DCBLD2	3	98914252	98914665	NA
ENSG00000168386	FILIP1L	3	100063838	100064075	NA
ENSG00000168386	FILIP1L	3	100040527	100040844	NA
ENSG00000154175	ABI3BP	3	101077828	101078096	NA
ENSG00000170044	ZPLD1	3	102068436	102068671	NA
ENSG00000170044	ZPLD1	3	102089945	102090296	NA
ENSG00000170044	ZPLD1	3	102090857	102091087	NA
ENSG00000170044	ZPLD1	3	102113400	102113597	NA
ENSG00000170044	ZPLD1	3	102130153	102130591	NA
ENSG00000170017	ALCAM	3	105362347	105362697	NA
ENSG00000170017	ALCAM	3	105387204	105387663	NA
ENSG00000114423	CBLB	3	105792259	105792775	NA
ENSG00000114423	CBLB	3	105834830	105835077	NA
ENSG00000138483	CCDC54	3	107284439	107284828	NA
ENSG00000163530	DPPA2	3	109362853	109363172	NA
ENSG00000163530	DPPA2	3	109353174	109353323	NA
ENSG00000163530	DPPA2	3	109363774	109364063	NA
ENSG00000121570	DPPA4	3	109362853	109363172	NA
ENSG00000121570	DPPA4	3	109353174	109353323	NA
ENSG00000121570	DPPA4	3	109363774	109364063	NA
ENSG00000144824	PHLDB2	3	111802400	111802698	NA
ENSG00000144824	PHLDB2	3	111803156	111803536	NA
ENSG00000144848	ATG3	3	112653325	112653945	NA
ENSG00000144848	ATG3	3	112647114	112647431	NA
ENSG00000138459	SLC35A5	3	112653325	112653945	NA
ENSG00000138459	SLC35A5	3	112647114	112647431	NA
ENSG00000091986	CCDC80	3	112653325	112653945	NA
ENSG00000091986	CCDC80	3	112647114	112647431	NA
ENSG00000091986	CCDC80	3	112672027	112672407	NA
ENSG00000206531	CD200R1L	3	112780141	112780408	NA
ENSG00000206531	CD200R1L	3	112774392	112774640	NA
ENSG00000206531	CD200R1L	3	112822801	112823066	NA
ENSG00000206531	CD200R1L	3	112838223	112838416	NA
ENSG00000163608	NEPRO	3	113103517	113103744	NA
ENSG00000185565	LSAMP	3	117150790	117151063	NA
ENSG00000144847	IGSF11	3	119184878	119185093	NA
ENSG00000144847	IGSF11	3	119205294	119205669	NA
ENSG00000144847	IGSF11	3	119195288	119195562	NA
ENSG00000163424	TEX55	3	119184878	119185093	NA
ENSG00000163424	TEX55	3	119205294	119205669	NA
ENSG00000163424	TEX55	3	119195288	119195562	NA
ENSG00000251012	AC083800.1	3	119184878	119185093	NA
ENSG00000251012	AC083800.1	3	119205294	119205669	NA
ENSG00000251012	AC083800.1	3	119195288	119195562	NA
ENSG00000114638	UPK1B	3	119184878	119185093	NA
ENSG00000114638	UPK1B	3	119205294	119205669	NA
ENSG00000114638	UPK1B	3	119195288	119195562	NA
ENSG00000121578	B4GALT4	3	119184878	119185093	NA
ENSG00000121578	B4GALT4	3	119205294	119205669	NA
ENSG00000121578	B4GALT4	3	119195288	119195562	NA
ENSG00000031081	ARHGAP31	3	119205294	119205669	NA
ENSG00000031081	ARHGAP31	3	119195288	119195562	NA
ENSG00000065518	NDUFB4	3	120661262	120661679	NA
ENSG00000065518	NDUFB4	3	120678397	120678810	NA
ENSG00000065518	NDUFB4	3	120682167	120682623	NA
ENSG00000065518	NDUFB4	3	120689423	120689787	NA
ENSG00000065518	NDUFB4	3	120693378	120693759	NA
ENSG00000113924	HGD	3	120661262	120661679	NA
ENSG00000113924	HGD	3	120678397	120678810	NA
ENSG00000113924	HGD	3	120689423	120689787	NA
ENSG00000113924	HGD	3	120693378	120693759	NA
ENSG00000144840	RABL3	3	120661262	120661679	NA
ENSG00000144840	RABL3	3	120678397	120678810	NA
ENSG00000144840	RABL3	3	120682167	120682623	NA
ENSG00000144840	RABL3	3	120689423	120689787	NA
ENSG00000144840	RABL3	3	120693378	120693759	NA
ENSG00000153767	GTF2E1	3	120661262	120661679	NA
ENSG00000153767	GTF2E1	3	120678397	120678810	NA
ENSG00000153767	GTF2E1	3	120682167	120682623	NA
ENSG00000153767	GTF2E1	3	120689423	120689787	NA
ENSG00000153767	GTF2E1	3	120693378	120693759	NA
ENSG00000138496	PARP9	3	122651644	122651956	NA
ENSG00000163840	DTX3L	3	122651644	122651956	NA
ENSG00000173200	PARP15	3	122651644	122651956	NA
ENSG00000173193	PARP14	3	122651644	122651956	NA
ENSG00000114491	UMPS	3	124812689	124813160	NA
ENSG00000082781	ITGB5	3	124812689	124813160	NA
ENSG00000082781	ITGB5	3	124837718	124838308	NA
ENSG00000082781	ITGB5	3	124860634	124861253	NA
ENSG00000082781	ITGB5	3	124878593	124879229	NA
ENSG00000173702	MUC13	3	124860634	124861253	NA
ENSG00000173702	MUC13	3	124878593	124879229	NA
ENSG00000173706	HEG1	3	125063090	125063491	NA
ENSG00000173706	HEG1	3	125102151	125102494	NA
ENSG00000144909	OSBPL11	3	125622485	125622685	NA
ENSG00000144908	ALDH1L1	3	126284441	126284745	NA
ENSG00000163884	KLF15	3	126284441	126284745	NA
ENSG00000163884	KLF15	3	126347549	126347729	NA
ENSG00000163885	CFAP100	3	126347549	126347729	NA
ENSG00000239620	PRR20G	3	127304063	127304688	NA
ENSG00000163870	TPRA1	3	127525472	127525901	NA
ENSG00000073111	MCM2	3	127525472	127525901	NA
ENSG00000114626	ABTB1	3	127746813	127747226	NA
ENSG00000114626	ABTB1	3	127747843	127748391	NA
ENSG00000172771	EFCAB12	3	129424106	129424417	NA
ENSG00000129071	MBD4	3	129424106	129424417	NA
ENSG00000163913	IFT122	3	129424106	129424417	NA
ENSG00000004399	PLXND1	3	129651410	129651708	NA
ENSG00000172765	TMCC1	3	129908349	129908788	NA
ENSG00000170893	TRH	3	129908349	129908788	NA
ENSG00000196353	CPNE4	3	132225721	132225944	NA
ENSG00000196353	CPNE4	3	132267686	132267931	NA
ENSG00000163785	RYK	3	134326938	134327224	NA
ENSG00000114019	AMOTL2	3	134326938	134327224	NA
ENSG00000114019	AMOTL2	3	134352219	134352564	NA
ENSG00000066405	CLDN18	3	138079124	138079645	NA
ENSG00000158163	DZIP1L	3	138079124	138079645	NA
ENSG00000118017	A4GNT	3	138079124	138079645	NA
ENSG00000138231	DBR1	3	138079124	138079645	NA
ENSG00000158220	ESYT3	3	138494162	138494558	NA
ENSG00000114107	CEP70	3	138494162	138494558	NA
ENSG00000114107	CEP70	3	138597433	138597809	NA
ENSG00000158234	FAIM	3	138597433	138597809	NA
ENSG00000051382	PIK3CB	3	138799986	138800194	NA
ENSG00000155893	PXYLP1	3	141276158	141276672	NA
ENSG00000155893	PXYLP1	3	141275031	141275230	NA
ENSG00000177311	ZBTB38	3	141276158	141276672	NA
ENSG00000177311	ZBTB38	3	141275031	141275230	NA
ENSG00000177311	ZBTB38	3	141331748	141332188	NA
ENSG00000177311	ZBTB38	3	141338808	141339069	NA
ENSG00000177311	ZBTB38	3	141366253	141366872	NA
ENSG00000177311	ZBTB38	3	141368188	141368681	NA
ENSG00000177311	ZBTB38	3	141414649	141415142	NA
ENSG00000155903	RASA2	3	141414649	141415142	NA
ENSG00000114126	TFDP2	3	142118969	142119246	NA
ENSG00000114127	XRN1	3	142498511	142498784	NA
ENSG00000175054	ATR	3	142498511	142498784	NA
ENSG00000120756	PLS1	3	142498511	142498784	NA
ENSG00000163746	PLSCR2	3	146473839	146474043	NA
ENSG00000163746	PLSCR2	3	146506609	146506892	NA
ENSG00000163746	PLSCR2	3	146551178	146551401	NA
ENSG00000188313	PLSCR1	3	146473839	146474043	NA
ENSG00000188313	PLSCR1	3	146506609	146506892	NA
ENSG00000188313	PLSCR1	3	146551178	146551401	NA
ENSG00000231213	PLSCR5	3	146506609	146506892	NA
ENSG00000231213	PLSCR5	3	146551178	146551401	NA
ENSG00000144891	AGTR1	3	148625393	148625643	NA
ENSG00000163751	CPA3	3	148951693	148951934	NA
ENSG00000163754	GYG1	3	148951693	148951934	NA
ENSG00000071794	HLTF	3	149180042	149180476	NA
ENSG00000163755	HPS3	3	149180042	149180476	NA
ENSG00000163755	HPS3	3	149225207	149225503	NA
ENSG00000047457	CP	3	149180042	149180476	NA
ENSG00000047457	CP	3	149225207	149225503	NA
ENSG00000163762	TM4SF18	3	149369210	149369425	NA
ENSG00000163762	TM4SF18	3	149373729	149374102	NA
ENSG00000163762	TM4SF18	3	149401625	149401893	NA
ENSG00000169908	TM4SF1	3	149369210	149369425	NA
ENSG00000169908	TM4SF1	3	149373729	149374102	NA
ENSG00000169908	TM4SF1	3	149401625	149401893	NA
ENSG00000169908	TM4SF1	3	149473671	149473941	NA
ENSG00000169903	TM4SF4	3	149373729	149374102	NA
ENSG00000169903	TM4SF4	3	149401625	149401893	NA
ENSG00000169903	TM4SF4	3	149542453	149543025	NA
ENSG00000169903	TM4SF4	3	149547992	149548292	NA
ENSG00000018408	WWTR1	3	149659102	149659494	NA
ENSG00000114744	COMMD2	3	149659102	149659494	NA
ENSG00000196428	TSC22D2	3	150317521	150317861	NA
ENSG00000196428	TSC22D2	3	150345123	150345548	NA
ENSG00000196428	TSC22D2	3	150348489	150348802	NA
ENSG00000196428	TSC22D2	3	150371935	150372198	NA
ENSG00000196428	TSC22D2	3	150469548	150469881	NA
ENSG00000144895	EIF2A	3	150469548	150469881	NA
ENSG00000197953	AADACL2	3	151766433	151766749	NA
ENSG00000197953	AADACL2	3	151766433	151766749	NA
ENSG00000197953	AADACL2	3	151770230	151770401	NA
ENSG00000197953	AADACL2	3	151770230	151770401	NA
ENSG00000114771	AADAC	3	151766433	151766749	NA
ENSG00000114771	AADAC	3	151770230	151770401	NA
ENSG00000114771	AADAC	3	151837135	151837460	NA
ENSG00000198829	SUCNR1	3	151837135	151837460	NA
ENSG00000152601	MBNL1	3	152270222	152270554	NA
ENSG00000152601	MBNL1	3	152307751	152308342	NA
ENSG00000152601	MBNL1	3	152328920	152329184	NA
ENSG00000152601	MBNL1	3	152331235	152331478	NA
ENSG00000181467	RAP2B	3	153138432	153139007	NA
ENSG00000240045	STRIT1	3	155233292	155233587	NA
ENSG00000114805	PLCH1	3	155665323	155665560	NA
ENSG00000114850	SSR3	3	156603303	156603633	NA
ENSG00000114850	SSR3	3	156602574	156602949	NA
ENSG00000114850	SSR3	3	156601621	156601964	NA
ENSG00000114850	SSR3	3	156615832	156616116	NA
ENSG00000163659	TIPARP	3	156603303	156603633	NA
ENSG00000163659	TIPARP	3	156602574	156602949	NA
ENSG00000163659	TIPARP	3	156601621	156601964	NA
ENSG00000163659	TIPARP	3	156615832	156616116	NA
ENSG00000197980	LEKR1	3	156784133	156784498	NA
ENSG00000197980	LEKR1	3	156817026	156817510	NA
ENSG00000197980	LEKR1	3	156812496	156812936	NA
ENSG00000197980	LEKR1	3	156906331	156906743	NA
ENSG00000163660	CCNL1	3	157104596	157104817	NA
ENSG00000163661	PTX3	3	157360053	157360426	NA
ENSG00000168827	GFM1	3	158696767	158697058	NA
ENSG00000079257	LXN	3	158696767	158697058	NA
ENSG00000118849	RARRES1	3	158696767	158697058	NA
ENSG00000118855	MFSD1	3	158696767	158697058	NA
ENSG00000151967	SCHIP1	3	159824274	159824733	NA
ENSG00000151967	SCHIP1	3	159829641	159830043	NA
ENSG00000151967	SCHIP1	3	159854704	159854999	NA
ENSG00000151967	SCHIP1	3	159872413	159873159	NA
ENSG00000163590	PPM1L	3	160796854	160797149	NA
ENSG00000013297	CLDN11	3	170488929	170489157	NA
ENSG00000013293	SLC7A14	3	170488929	170489157	NA
ENSG00000163577	EIF5A2	3	171002082	171002568	NA
ENSG00000163581	SLC2A2	3	171002082	171002568	NA
ENSG00000163581	SLC2A2	3	171045428	171045765	NA
ENSG00000075420	FNDC3B	3	172129976	172130217	NA
ENSG00000075420	FNDC3B	3	172130483	172130844	NA
ENSG00000121858	TNFSF10	3	172561900	172562142	NA
